r,z,pressure,ne
80.12841,6.804246,1.3332,1.55E+16
104.4212,48.3894,1.3332,7.17E+16
100.7538,43.15683,1.3332,7.04E+16
83.45395,10.2171,1.3332,2.27E+16
97.14129,37.90257,1.3332,6.71E+16
93.67682,31.19033,1.3332,5.98E+16
86.78878,15.24848,1.3332,3.30E+16
90.12203,22.11685,1.3332,4.57E+16
67.64507,4.575852,1.3332,1.10E+16
66.78571,3.00547,1.3332,7.22E+15
73.45407,6.802464,1.3332,1.59E+16
122.721,101.0828,1.3332,1.34E+16
121.8274,103.3966,1.3332,9.49E+15
115.9077,104.9653,1.3332,7.14E+15
118.9957,85.38348,1.3332,4.03E+16
115.5256,76.28432,1.3332,5.41E+16
112.2283,69.51423,1.3332,6.28E+16
108.625,64.19189,1.3332,6.86E+16
119.3043,97.68189,1.3332,2.00E+16
115.8463,92.61903,1.3332,2.97E+16
104.976,58.913,1.3332,7.28E+16
101.3117,53.65575,1.3332,7.51E+16
76.77131,10.14317,1.3332,2.34E+16
97.64949,48.40878,1.3332,7.55E+16
94.00009,43.16769,1.3332,7.39E+16
80.10455,15.15117,1.3332,3.40E+16
90.40605,37.89982,1.3332,7.02E+16
87.10434,31.30191,1.3332,6.25E+16
83.50507,22.29087,1.3332,4.79E+16
60.98319,4.584779,1.3332,1.12E+16
60.10714,3.008026,1.3332,7.36E+15
66.78009,6.947241,1.3332,1.67E+16
70.09504,10.30192,1.3332,2.44E+16
54.42669,4.504054,1.3332,1.13E+16
53.42857,3.010513,1.3332,7.51E+15
115.9029,101.0752,1.3332,1.44E+16
115.1166,103.3933,1.3332,1.02E+16
109.0905,104.9654,1.3332,7.61E+15
112.4694,85.60613,1.3332,4.27E+16
109.0015,76.23812,1.3332,5.76E+16
105.3998,69.5285,1.3332,6.67E+16
101.8054,64.20937,1.3332,7.26E+16
112.4847,97.57882,1.3332,2.16E+16
109.025,92.52898,1.3332,3.19E+16
98.17383,58.93018,1.3332,7.67E+16
94.51809,53.67499,1.3332,7.89E+16
73.46491,15.1332,1.3332,3.50E+16
90.8689,48.42273,1.3332,7.91E+16
87.234,43.16854,1.3332,7.71E+16
77.0573,22.19543,1.3332,4.93E+16
83.6559,37.88665,1.3332,7.30E+16
80.20211,31.44334,1.3332,6.51E+16
60.11247,6.908363,1.3332,1.70E+16
63.44406,10.37031,1.3332,2.51E+16
66.76607,15.46432,1.3332,3.67E+16
47.53797,4.478657,1.3332,1.14E+16
46.75,3.010104,1.3332,7.60E+15
53.4462,6.681818,1.3332,1.67E+16
40.98122,4.370772,1.3332,1.12E+16
40.07143,3.004456,1.3332,7.69E+15
109.0843,101.0168,1.3332,1.55E+16
108.1895,103.3734,1.3332,1.09E+16
102.2726,104.9655,1.3332,8.05E+15
105.5558,85.48443,1.3332,4.56E+16
102.0653,76.33989,1.3332,6.09E+16
98.58068,69.54228,1.3332,7.03E+16
94.99462,64.22571,1.3332,7.63E+16
105.6655,97.55442,1.3332,2.30E+16
102.2041,92.53579,1.3332,3.37E+16
91.3699,58.94941,1.3332,8.03E+16
87.71383,53.69689,1.3332,8.24E+16
70.39818,21.96555,1.3332,5.02E+16
84.06542,48.43779,1.3332,8.23E+16
80.43572,43.16639,1.3332,8.00E+16
73.46115,31.15715,1.3332,6.67E+16
76.87385,37.86612,1.3332,7.55E+16
56.80362,10.84329,1.3332,2.67E+16
60.06416,16.28352,1.3332,3.93E+16
63.09484,22.1783,1.3332,5.20E+16
46.80246,6.633297,1.3332,1.68E+16
50.22143,10.52014,1.3332,2.64E+16
34.3514,4.248538,1.3332,1.11E+16
33.39286,3.013125,1.3332,7.80E+15
39.99265,6.463279,1.3332,1.66E+16
27.84702,4.310626,1.3332,1.12E+16
26.71429,3.001653,1.3332,7.78E+15
102.2661,100.9881,1.3332,1.65E+16
101.2439,103.3595,1.3332,1.16E+16
95.45453,104.9655,1.3332,8.45E+15
98.65397,85.6525,1.3332,4.77E+16
95.39914,76.28936,1.3332,6.40E+16
91.76368,69.55717,1.3332,7.36E+16
88.18239,64.24619,1.3332,7.96E+16
98.84108,97.56848,1.3332,2.42E+16
95.38125,92.63284,1.3332,3.52E+16
84.55216,58.9805,1.3332,8.36E+16
80.88237,53.73399,1.3332,8.54E+16
66.74154,31.13305,1.3332,6.85E+16
77.21619,48.46418,1.3332,8.51E+16
73.5727,43.16497,1.3332,8.25E+16
70.02889,37.8257,1.3332,7.77E+16
53.57861,16.92985,1.3332,4.15E+16
56.80684,23.50594,1.3332,5.57E+16
59.78642,31.22274,1.3332,7.02E+16
43.56078,9.68529,1.3332,2.48E+16
47.05138,15.49051,1.3332,3.88E+16
32.71446,6.330162,1.3332,1.65E+16
36.68508,10.17814,1.3332,2.63E+16
21.12088,4.249811,1.3332,1.12E+16
20.03571,2.930567,1.3332,7.64E+15
27.08902,6.369789,1.3332,1.67E+16
14.92076,4.123849,1.3332,1.09E+16
13.35714,2.862348,1.3332,7.51E+15
95.44747,101.0338,1.3332,1.72E+16
94.55257,103.4015,1.3332,1.20E+16
88.63636,104.9656,1.3332,8.80E+15
91.95009,85.40667,1.3332,5.04E+16
88.32147,76.11774,1.3332,6.71E+16
84.94191,69.57791,1.3332,7.65E+16
81.35979,64.2829,1.3332,8.25E+16
92.02514,97.71565,1.3332,2.50E+16
88.55958,92.71814,1.3332,3.65E+16
77.71444,59.03776,1.3332,8.64E+16
74.00945,53.80463,1.3332,8.81E+16
63.27471,37.88827,1.3332,7.96E+16
70.27738,48.51512,1.3332,8.76E+16
66.60394,43.15038,1.3332,8.47E+16
50.52422,24.9357,1.3332,5.97E+16
53.86581,31.82397,1.3332,7.24E+16
56.60344,37.91546,1.3332,8.12E+16
40.08724,15.29404,1.3332,3.89E+16
44.78231,24.86867,1.3332,6.03E+16
34.02684,16.33875,1.3332,4.17E+16
30.18093,10.37416,1.3332,2.69E+16
23.81731,9.831309,1.3332,2.58E+16
20.74054,6.310623,1.3332,1.66E+16
14.68469,5.990413,1.3332,1.57E+16
8.300116,4.304323,1.3332,1.14E+16
6.678571,2.828239,1.3332,7.33E+15
88.62746,101.1279,1.3332,1.77E+16
87.83803,103.4478,1.3332,1.24E+16
81.81818,104.9657,1.3332,9.11E+15
85.09002,85.52735,1.3332,5.21E+16
81.49495,76.26536,1.3332,6.93E+16
78.11209,69.61372,1.3332,7.90E+16
74.5295,64.34685,1.3332,8.50E+16
85.1995,97.70456,1.3332,2.60E+16
81.75994,92.57738,1.3332,3.81E+16
70.87035,59.14028,1.3332,8.88E+16
67.08457,53.94909,1.3332,9.05E+16
59.6774,43.31699,1.3332,8.68E+16
63.06807,48.64569,1.3332,8.99E+16
47.58065,32.7466,1.3332,7.50E+16
50.02741,37.9395,1.3332,8.25E+16
53.19634,43.16052,1.3332,8.80E+16
38.29623,24.78905,1.3332,6.07E+16
41.95397,33.20244,1.3332,7.65E+16
32.03383,22.04579,1.3332,5.50E+16
27.13633,16.9246,1.3332,4.36E+16
21.02781,14.29852,1.3332,3.70E+16
16.7855,10.33068,1.3332,2.72E+16
10.08819,7.991418,1.3332,2.10E+16
81.80679,101.1153,1.3332,1.83E+16
80.90998,103.4421,1.3332,1.28E+16
75,104.9657,1.3332,9.37E+15
78.38955,85.50211,1.3332,5.38E+16
74.78597,76.21218,1.3332,7.14E+16
71.28005,69.66259,1.3332,8.12E+16
67.73432,64.43236,1.3332,8.71E+16
78.37146,97.2658,1.3332,2.78E+16
74.92065,92.38721,1.3332,3.97E+16
64.10031,59.31408,1.3332,9.08E+16
60.17886,54.28018,1.3332,9.25E+16
55.36436,49.15147,1.3332,9.21E+16
50.09256,47.02136,1.3332,9.18E+16
43.68294,38.0522,1.3332,8.37E+16
47.17697,42.85982,1.3332,8.88E+16
38.2409,37.63506,1.3332,8.37E+16
34.11349,31.44199,1.3332,7.42E+16
27.41037,25.22001,1.3332,6.23E+16
21.45718,20.36364,1.3332,5.17E+16
16.20132,15.61568,1.3332,4.07E+16
10.75704,12.94774,1.3332,3.39E+16
74.9861,100.961,1.3332,1.93E+16
73.96795,103.35,1.3332,1.34E+16
68.18182,104.966,1.3332,9.60E+15
71.4046,85.62153,1.3332,5.51E+16
67.93103,76.44319,1.3332,7.28E+16
64.46416,69.68966,1.3332,8.30E+16
61.10972,64.48303,1.3332,8.88E+16
71.54321,96.97953,1.3332,2.93E+16
68.05368,92.58778,1.3332,4.02E+16
57.60967,59.61533,1.3332,9.24E+16
53.84619,55.00544,1.3332,9.40E+16
49.72159,51.6642,1.3332,9.42E+16
45.04771,48.4094,1.3332,9.37E+16
39.76356,43.81558,1.3332,9.10E+16
33.37268,40.50886,1.3332,8.82E+16
27.7482,35.62453,1.3332,8.18E+16
21.89476,30.40839,1.3332,7.31E+16
16.28425,25.46053,1.3332,6.33E+16
10.82694,19.64261,1.3332,5.01E+16
68.2115,100.9792,1.3332,1.97E+16
67.27836,103.3972,1.3332,1.36E+16
61.36364,104.9672,1.3332,9.77E+15
64.2851,85.24349,1.3332,5.71E+16
61.34135,75.47053,1.3332,7.59E+16
57.57601,69.60789,1.3332,8.47E+16
54.7272,64.7186,1.3332,9.01E+16
64.71379,97.38458,1.3332,2.90E+16
60.83154,91.38852,1.3332,4.39E+16
51.6445,60.05754,1.3332,9.34E+16
48.96714,56.03569,1.3332,9.48E+16
44.52362,54.10729,1.3332,9.57E+16
39.18342,50.73129,1.3332,9.57E+16
33.52204,47.22067,1.3332,9.45E+16
27.70075,43.78599,1.3332,9.23E+16
22.01795,40.394,1.3332,8.90E+16
16.45061,35.38761,1.3332,8.19E+16
10.89548,29.35729,1.3332,7.13E+16
61.40279,101.1214,1.3332,1.97E+16
60.57275,103.4208,1.3332,1.38E+16
54.54545,104.9699,1.3332,9.93E+15
57.57197,82.29141,1.3332,6.42E+16
53.61556,75.19084,1.3332,7.77E+16
50.896,69.26933,1.3332,8.63E+16
49.50003,64.43954,1.3332,9.12E+16
57.84731,97.04228,1.3332,3.03E+16
54.26924,90.63461,1.3332,4.63E+16
45.21675,60.52889,1.3332,9.45E+16
39.00511,57.27347,1.3332,9.63E+16
33.3674,53.94028,1.3332,9.71E+16
27.74444,50.5457,1.3332,9.68E+16
22.11012,47.16044,1.3332,9.54E+16
16.51761,43.78403,1.3332,9.29E+16
10.99997,39.30961,1.3332,8.79E+16
54.46638,101.2516,1.3332,1.97E+16
53.61119,103.7391,1.3332,1.32E+16
47.72727,104.9728,1.3332,1.00E+16
50.45273,83.54061,1.3332,6.26E+16
46.91247,74.21119,1.3332,8.03E+16
44.31187,68.03966,1.3332,8.88E+16
51.2949,96.94342,1.3332,3.09E+16
47.48159,90.67734,1.3332,4.68E+16
38.68941,63.82718,1.3332,9.33E+16
33.09932,60.61414,1.3332,9.59E+16
27.65096,57.2576,1.3332,9.75E+16
22.11759,53.914,1.3332,9.81E+16
16.56647,50.54493,1.3332,9.75E+16
11.0233,47.18663,1.3332,9.59E+16
48.67105,101.0918,1.3332,2.03E+16
46.72078,103.8375,1.3332,1.31E+16
40.90909,104.9807,1.3332,1.01E+16
43.52654,83.45675,1.3332,6.35E+16
41.19193,74.13271,1.3332,8.11E+16
37.97511,69.4508,1.3332,8.78E+16
44.61049,97.20785,1.3332,3.07E+16
40.73567,92.28081,1.3332,4.34E+16
32.85159,67.14466,1.3332,9.10E+16
27.55083,63.91254,1.3332,9.43E+16
22.09119,60.63319,1.3332,9.67E+16
16.58251,57.28278,1.3332,9.82E+16
11.04723,53.93881,1.3332,9.85E+16
41.83084,101.3367,1.3332,1.99E+16
39.95628,103.8108,1.3332,1.33E+16
34.09091,105.01,1.3332,1.01E+16
37.14736,83.86889,1.3332,6.32E+16
33.52995,75.5003,1.3332,7.95E+16
37.71785,97.49946,1.3332,3.02E+16
34.06987,91.5853,1.3332,4.54E+16
27.60788,70.38251,1.3332,8.73E+16
22.11613,67.27244,1.3332,9.16E+16
16.60569,63.98427,1.3332,9.49E+16
11.06739,60.67237,1.3332,9.72E+16
34.48354,101.8459,1.3332,1.87E+16
33.26798,104.0619,1.3332,1.27E+16
27.27273,105.0808,1.3332,9.99E+15
30.49025,84.98471,1.3332,6.11E+16
27.44555,78.53781,1.3332,7.41E+16
30.92617,97.79143,1.3332,2.96E+16
27.40189,93.08648,1.3332,4.20E+16
22.78769,76.42865,1.3332,7.83E+16
16.80324,72.15809,1.3332,8.57E+16
11.10052,67.37334,1.3332,9.18E+16
28.1214,101.7951,1.3332,1.89E+16
26.38841,104.1435,1.3332,1.26E+16
20.45455,105.1845,1.3332,9.65E+15
23.42647,86.32746,1.3332,5.84E+16
24.09793,97.74253,1.3332,2.98E+16
21.81244,93.10848,1.3332,4.19E+16
17.05458,83.56126,1.3332,6.43E+16
11.15483,74.32859,1.3332,8.23E+16
20.92505,101.6005,1.3332,1.95E+16
19.60642,103.9426,1.3332,1.30E+16
13.63636,105.2705,1.3332,9.54E+15
17.02302,90.74108,1.3332,4.81E+16
17.11288,97.64486,1.3332,3.04E+16
11.1557,88.52025,1.3332,5.39E+16
12.14568,104.0968,1.3332,1.28E+16
6.818182,105.3135,1.3332,9.32E+15
13.79917,102.3161,1.3332,1.77E+16
11.21644,94.80865,1.3332,3.78E+16
10.86446,99.39319,1.3332,2.55E+16
224.7301,-150,1.3332,2.87E+13
225,-150,1.3332,2.86E+13
224.7294,-143.182,1.3332,2.91E+13
225,-143.182,1.3332,2.90E+13
224.3521,-150,1.3332,2.89E+13
224.3506,-143.182,1.3332,2.92E+13
224.7286,-136.364,1.3332,3.01E+13
225,-136.364,1.3332,3.00E+13
223.823,-150,1.3332,2.90E+13
223.8202,-143.182,1.3332,2.94E+13
224.7278,-129.545,1.3332,3.19E+13
225,-129.545,1.3332,3.18E+13
223.0823,-150,1.3332,2.93E+13
223.0778,-143.182,1.3332,2.96E+13
224.7272,-122.727,1.3332,3.44E+13
225,-122.727,1.3332,3.43E+13
224.7268,-115.909,1.3332,3.77E+13
225,-115.909,1.3332,3.76E+13
224.7265,-109.091,1.3332,4.20E+13
225,-109.091,1.3332,4.18E+13
224.7263,-102.273,1.3332,4.72E+13
225,-102.273,1.3332,4.71E+13
224.7262,-95.4545,1.3332,5.36E+13
225,-95.4545,1.3332,5.34E+13
188.8603,-150,1.3332,2.96E+13
188.8669,-143.182,1.3332,2.99E+13
188.1417,-150,1.3332,2.94E+13
188.1458,-143.182,1.3332,2.97E+13
187.6285,-150,1.3332,2.92E+13
187.6307,-143.182,1.3332,2.95E+13
187.2619,-150,1.3332,2.91E+13
187.2628,-143.182,1.3332,2.94E+13
187,-150,1.3332,2.90E+13
187,-143.182,1.3332,2.93E+13
224.7261,-88.6364,1.3332,6.12E+13
225,-88.6364,1.3332,6.10E+13
187.2643,-136.364,1.3332,3.05E+13
187,-136.364,1.3332,3.04E+13
224.7261,-81.8182,1.3332,7.03E+13
225,-81.8182,1.3332,7.00E+13
187.2659,-129.545,1.3332,3.22E+13
187,-129.545,1.3332,3.21E+13
224.7261,-75,1.3332,8.10E+13
225,-75,1.3332,8.07E+13
187.2672,-122.727,1.3332,3.48E+13
187,-122.727,1.3332,3.47E+13
224.726,-68.1818,1.3332,9.35E+13
225,-68.1818,1.3332,9.31E+13
187.2683,-115.909,1.3332,3.82E+13
187,-115.909,1.3332,3.80E+13
224.726,-61.3636,1.3332,1.08E+14
225,-61.3636,1.3332,1.08E+14
187.269,-109.091,1.3332,4.24E+13
187,-109.091,1.3332,4.23E+13
224.7261,-54.5455,1.3332,1.25E+14
225,-54.5455,1.3332,1.24E+14
187.2695,-102.273,1.3332,4.78E+13
187,-102.273,1.3332,4.76E+13
224.7262,-47.7273,1.3332,1.44E+14
225,-47.7273,1.3332,1.43E+14
187.2697,-95.4545,1.3332,5.42E+13
187,-95.4545,1.3332,5.40E+13
224.7264,-40.9091,1.3332,1.66E+14
225,-40.9091,1.3332,1.65E+14
187.2699,-88.6364,1.3332,6.19E+13
187,-88.6364,1.3332,6.17E+13
224.7265,-34.0909,1.3332,1.91E+14
225,-34.0909,1.3332,1.89E+14
187.27,-81.8182,1.3332,7.11E+13
187,-81.8182,1.3332,7.09E+13
224.7264,-27.2727,1.3332,2.18E+14
225,-27.2727,1.3332,2.14E+14
187.2701,-75,1.3332,8.20E+13
187,-75,1.3332,8.17E+13
224.7261,-20.4545,1.3332,2.47E+14
225,-20.4545,1.3332,2.41E+14
187.2702,-68.1818,1.3332,9.47E+13
187,-68.1818,1.3332,9.43E+13
224.7258,-13.6364,1.3332,2.77E+14
225,-13.6364,1.3332,2.68E+14
187.2703,-61.3636,1.3332,1.10E+14
187,-61.3636,1.3332,1.09E+14
224.7262,-6.81818,1.3332,3.09E+14
225,-6.81818,1.3332,2.94E+14
187.2704,-54.5455,1.3332,1.27E+14
187,-54.5455,1.3332,1.26E+14
224.7273,1.74E-17,1.3332,3.42E+14
225,0,1.3332,3.18E+14
187.2706,-47.7273,1.3332,1.47E+14
187,-47.7273,1.3332,1.46E+14
224.7283,6.615219,1.3332,3.74E+14
225,6.615219,1.3332,3.40E+14
187.2707,-40.9091,1.3332,1.70E+14
187,-40.9091,1.3332,1.68E+14
224.729,13.23044,1.3332,4.06E+14
225,13.23044,1.3332,3.61E+14
187.2708,-34.0909,1.3332,1.96E+14
187,-34.0909,1.3332,1.94E+14
224.7292,19.84566,1.3332,4.35E+14
225,19.84566,1.3332,3.79E+14
187.2707,-27.2727,1.3332,2.26E+14
187,-27.2727,1.3332,2.21E+14
224.7291,26.46087,1.3332,4.63E+14
225,26.46087,1.3332,3.95E+14
187.2716,-20.4545,1.3332,2.60E+14
187,-20.4545,1.3332,2.52E+14
224.7291,33.07609,1.3332,4.87E+14
225,33.07609,1.3332,4.09E+14
187.3476,-13.6364,1.3332,3.01E+14
187,-13.6364,1.3332,2.86E+14
224.7293,39.69131,1.3332,5.08E+14
225,39.69131,1.3332,4.23E+14
166.9643,0.274736,1.3332,6.19E+14
166.9643,0,1.3332,4.48E+14
173.6429,0.34959,1.3332,6.22E+14
173.6429,0,1.3332,4.35E+14
160.2857,0.27433,1.3332,6.48E+14
160.2857,0,1.3332,4.58E+14
224.7303,46.30653,1.3332,5.25E+14
225,46.30653,1.3332,4.35E+14
153.6071,0.274024,1.3332,6.78E+14
153.6071,0,1.3332,4.66E+14
224.7325,52.92175,1.3332,5.38E+14
225,52.92175,1.3332,4.46E+14
146.9286,0.273842,1.3332,7.05E+14
146.9286,0,1.3332,4.73E+14
224.7376,59.53697,1.3332,5.45E+14
225,59.53697,1.3332,4.56E+14
140.25,0.273776,1.3332,7.30E+14
140.25,0,1.3332,4.78E+14
224.7459,66.15002,1.3332,5.48E+14
225,66.15002,1.3332,4.64E+14
133.5714,0.2738,1.3332,7.55E+14
133.5714,0,1.3332,4.83E+14
224.686,72.56102,1.3332,5.65E+14
225,72.56102,1.3332,4.71E+14
126.8929,0.273881,1.3332,7.76E+14
126.8929,0,1.3332,4.85E+14
120.2143,0.273988,1.3332,7.96E+14
120.2143,0,1.3332,4.87E+14
113.5357,0.274093,1.3332,8.14E+14
113.5357,0,1.3332,4.88E+14
106.8571,0.274178,1.3332,8.30E+14
106.8571,0,1.3332,4.88E+14
100.1786,0.274237,1.3332,8.42E+14
100.1786,0,1.3332,4.87E+14
224.7241,96.27822,1.3332,4.96E+14
225,96.39243,1.3332,4.67E+14
177.2341,107.7229,1.3332,6.75E+14
177.2727,108,1.3332,5.19E+14
170.4279,107.7226,1.3332,8.01E+14
170.4545,108,1.3332,6.16E+14
184.0367,107.7231,1.3332,5.55E+14
184.0909,108,1.3332,4.27E+14
163.6188,107.7226,1.3332,9.39E+14
163.6364,108,1.3332,7.21E+14
93.5,0.274274,1.3332,8.54E+14
93.5,0,1.3332,4.85E+14
190.8347,107.7219,1.3332,4.42E+14
190.9091,108,1.3332,3.41E+14
197.6287,107.7241,1.3332,3.41E+14
197.7273,108,1.3332,2.64E+14
204.4204,107.7333,1.3332,2.50E+14
204.5455,108,1.3332,1.96E+14
211.2088,107.7453,1.3332,1.78E+14
211.3636,108,1.3332,1.43E+14
217.9917,107.7567,1.3332,7.45E+13
218.1818,108,1.3332,5.62E+13
224.7755,101.6648,1.3332,4.55E+14
225,101.8147,1.3332,4.53E+14
156.8071,107.7226,1.3332,1.08E+15
156.8182,108,1.3332,8.32E+14
86.82143,0.274301,1.3332,8.63E+14
86.82143,0,1.3332,4.83E+14
80.14286,0.274342,1.3332,8.70E+14
80.14286,0,1.3332,4.80E+14
224.7661,107.7661,1.3332,3.73E+14
225,108,1.3332,4.24E+14
149.9934,107.7227,1.3332,1.23E+15
150,108,1.3332,9.45E+14
73.46429,0.274426,1.3332,8.75E+14
73.46429,0,1.3332,4.77E+14
143.1782,107.7227,1.3332,1.38E+15
143.1818,108,1.3332,1.06E+15
136.3618,107.7227,1.3332,1.54E+15
136.3636,108,1.3332,1.18E+15
129.5446,107.7227,1.3332,1.69E+15
129.5455,108,1.3332,1.29E+15
66.78571,0.274582,1.3332,8.79E+14
66.78571,0,1.3332,4.74E+14
60.10714,0.274816,1.3332,8.81E+14
60.10714,0,1.3332,4.70E+14
122.7269,107.7227,1.3332,1.83E+15
122.7273,108,1.3332,1.40E+15
53.42857,0.275043,1.3332,8.83E+14
53.42857,0,1.3332,4.67E+14
46.75,0.275006,1.3332,8.83E+14
46.75,0,1.3332,4.64E+14
115.909,107.7227,1.3332,1.97E+15
115.9091,108,1.3332,1.50E+15
40.07143,0.27449,1.3332,8.83E+14
40.07143,0,1.3332,4.61E+14
33.39286,0.275282,1.3332,8.84E+14
33.39286,0,1.3332,4.58E+14
109.0909,107.7228,1.3332,2.09E+15
109.0909,108,1.3332,1.60E+15
26.71429,0.274234,1.3332,8.80E+14
26.71429,0,1.3332,4.55E+14
20.03571,0.267739,1.3332,8.68E+14
20.03571,0,1.3332,4.53E+14
102.2727,107.7228,1.3332,2.21E+15
102.2727,108,1.3332,1.69E+15
13.35714,0.261507,1.3332,8.58E+14
13.35714,0,1.3332,4.52E+14
6.678571,0.25839,1.3332,8.48E+14
6.678571,0,1.3332,4.51E+14
95.45454,107.7228,1.3332,2.32E+15
95.45455,108,1.3332,1.76E+15
0,0,1.3332,4.50E+14
0,0.25839,1.3332,8.42E+14
88.63636,107.7228,1.3332,2.41E+15
88.63636,108,1.3332,1.83E+15
0,0.620137,1.3332,1.61E+15
6.678571,0.620137,1.3332,1.63E+15
81.81818,107.7228,1.3332,2.49E+15
81.81818,108,1.3332,1.89E+15
0,1.126582,1.3332,2.83E+15
6.678571,1.126582,1.3332,2.86E+15
75,107.7228,1.3332,2.55E+15
75,108,1.3332,1.93E+15
68.18182,107.7228,1.3332,2.60E+15
68.18182,108,1.3332,1.97E+15
0,1.835606,1.3332,4.64E+15
6.678571,1.835606,1.3332,4.71E+15
61.36364,107.7229,1.3332,2.64E+15
61.36364,108,1.3332,1.99E+15
54.54545,107.7232,1.3332,2.67E+15
54.54545,108,1.3332,2.02E+15
47.72727,107.7234,1.3332,2.69E+15
47.72727,108,1.3332,2.03E+15
40.90909,107.7242,1.3332,2.70E+15
40.90909,108,1.3332,2.04E+15
34.09091,107.7268,1.3332,2.71E+15
34.09091,108,1.3332,2.05E+15
27.27273,107.7333,1.3332,2.71E+15
27.27273,108,1.3332,2.05E+15
20.45455,107.7428,1.3332,2.67E+15
20.45455,108,1.3332,2.04E+15
13.63636,107.7506,1.3332,2.68E+15
13.63636,108,1.3332,2.06E+15
6.818182,107.7546,1.3332,2.65E+15
6.818182,108,1.3332,2.04E+15
0,107.7546,1.3332,2.60E+15
0,108,1.3332,2.00E+15
0,107.4109,1.3332,3.52E+15
6.818182,107.4109,1.3332,3.58E+15
0,106.9299,1.3332,4.80E+15
6.818182,106.9299,1.3332,4.89E+15
0,106.2564,1.3332,6.61E+15
6.818182,106.2564,1.3332,6.74E+15
224.3486,-136.364,1.3332,3.03E+13
224.3468,-129.545,1.3332,3.20E+13
223.8167,-136.364,1.3332,3.04E+13
224.3453,-122.727,1.3332,3.45E+13
223.8134,-129.545,1.3332,3.22E+13
223.072,-136.364,1.3332,3.07E+13
224.3442,-115.909,1.3332,3.79E+13
223.8106,-122.727,1.3332,3.48E+13
223.0665,-129.545,1.3332,3.25E+13
224.3435,-109.091,1.3332,4.22E+13
223.8087,-115.909,1.3332,3.81E+13
223.0621,-122.727,1.3332,3.51E+13
224.3431,-102.273,1.3332,4.74E+13
223.8074,-109.091,1.3332,4.24E+13
223.059,-115.909,1.3332,3.85E+13
224.3428,-95.4545,1.3332,5.38E+13
223.8066,-102.273,1.3332,4.77E+13
223.0569,-109.091,1.3332,4.28E+13
188.8776,-136.364,1.3332,3.10E+13
188.1523,-136.364,1.3332,3.08E+13
187.6343,-136.364,1.3332,3.06E+13
224.3426,-88.6364,1.3332,6.15E+13
223.806,-95.4545,1.3332,5.42E+13
223.0555,-102.273,1.3332,4.81E+13
188.8888,-129.545,1.3332,3.28E+13
188.1592,-129.545,1.3332,3.26E+13
187.6381,-129.545,1.3332,3.24E+13
224.3426,-81.8182,1.3332,7.06E+13
223.8058,-88.6364,1.3332,6.19E+13
223.0546,-95.4545,1.3332,5.46E+13
188.8985,-122.727,1.3332,3.54E+13
188.1652,-122.727,1.3332,3.51E+13
187.6414,-122.727,1.3332,3.49E+13
224.3425,-75,1.3332,8.14E+13
223.8057,-81.8182,1.3332,7.11E+13
223.0542,-88.6364,1.3332,6.25E+13
188.9059,-115.909,1.3332,3.89E+13
188.1697,-115.909,1.3332,3.86E+13
187.6439,-115.909,1.3332,3.83E+13
224.3424,-68.1818,1.3332,9.40E+13
223.8056,-75,1.3332,8.20E+13
223.054,-81.8182,1.3332,7.18E+13
188.911,-109.091,1.3332,4.33E+13
188.1728,-109.091,1.3332,4.29E+13
187.6456,-109.091,1.3332,4.26E+13
224.3425,-61.3636,1.3332,1.09E+14
223.8054,-68.1818,1.3332,9.48E+13
223.0539,-75,1.3332,8.28E+13
188.9142,-102.273,1.3332,4.87E+13
188.1748,-102.273,1.3332,4.83E+13
187.6467,-102.273,1.3332,4.80E+13
224.3426,-54.5455,1.3332,1.26E+14
223.8055,-61.3636,1.3332,1.10E+14
223.0536,-68.1818,1.3332,9.58E+13
188.9162,-95.4545,1.3332,5.52E+13
188.176,-95.4545,1.3332,5.48E+13
187.6474,-95.4545,1.3332,5.44E+13
224.3429,-47.7273,1.3332,1.46E+14
223.8058,-54.5455,1.3332,1.27E+14
223.0537,-61.3636,1.3332,1.11E+14
188.9173,-88.6364,1.3332,6.32E+13
188.1767,-88.6364,1.3332,6.26E+13
187.6477,-88.6364,1.3332,6.22E+13
224.3433,-40.9091,1.3332,1.68E+14
223.8063,-47.7273,1.3332,1.48E+14
223.0542,-54.5455,1.3332,1.29E+14
188.9181,-81.8182,1.3332,7.26E+13
188.1772,-81.8182,1.3332,7.19E+13
187.648,-81.8182,1.3332,7.15E+13
224.3436,-34.0909,1.3332,1.94E+14
223.8069,-40.9091,1.3332,1.71E+14
223.055,-47.7273,1.3332,1.50E+14
188.9188,-75,1.3332,8.38E+13
188.1777,-75,1.3332,8.30E+13
187.6483,-75,1.3332,8.24E+13
224.3434,-27.2727,1.3332,2.23E+14
223.8075,-34.0909,1.3332,1.98E+14
223.056,-40.9091,1.3332,1.75E+14
188.9195,-68.1818,1.3332,9.70E+13
188.1781,-68.1818,1.3332,9.60E+13
187.6485,-68.1818,1.3332,9.53E+13
224.3426,-20.4545,1.3332,2.55E+14
223.8072,-27.2727,1.3332,2.30E+14
223.0569,-34.0909,1.3332,2.04E+14
224.342,-13.6364,1.3332,2.91E+14
188.9203,-61.3636,1.3332,1.13E+14
188.1786,-61.3636,1.3332,1.11E+14
187.6488,-61.3636,1.3332,1.10E+14
223.8057,-20.4545,1.3332,2.67E+14
223.0564,-27.2727,1.3332,2.40E+14
